Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
Toyota, Aygo,Semi-Auto,Petrol,2016,15999.0,0.0,67.0,1.0,90.0,2,7440
Mercedes, GLE Class,Automatic,Diesel,2016,36098.0,205.0,47.9,2.1,64.0,3,25000
Audi, TT,Manual,Petrol,2016,27203.0,165.0,46.3,1.8,67.0,3,17900
Skoda,Octavia,Manual,Petrol,2018,37130.0,150.0,56.5,1.5,46.0,2,12690
Ford, Fiesta,Manual,Petrol,2018,14401.0,150.0,65.7,1.0,55.0,0,12250
Opel, Mokka,Manual,Diesel,2015,22113.0,20.0,68.9,1.6,54.0,0,9500
Toyota, Aygo,Manual,Petrol,2017,14156.0,145.0,69.0,1.0,62.0,0,7995
Mercedes, C Class,Semi-Auto,Diesel,2015,24923.0,30.0,64.2,2.1,51.0,4,17636
Ford, Fiesta,Manual,Petrol,2018,7000.0,,40.3,1.5,32.0,0,16991
Mercedes, GLA Class,Semi-Auto,Diesel,2017,36414.0,30.0,64.2,2.1,87.0,2,16990
VW, T-Roc,Manual,Diesel,2018,6482.0,145.0,50.4,1.6,75.0,0,18595
Opel, Astra,Manual,Petrol,2019,5761.0,145.0,62.8,1.0,86.0,2,11700
VW, T-Cross,Manual,Petrol,2019,5238.0,145.0,48.7,1.0,85.0,3,16750
Toyota, Prius,Automatic,Hybrid,2014,47221.0,0.0,134.5,1.8,74.0,3,15995
Hyundai, I20,Manual,Petrol,2017,18281.0,30.0,,1.2,31.0,1,8500
Mercedes, C Class,Automatic,Petrol,2018,7351.0,145.0,40.4,2.0,35.0,0,23480
Opel, Mokka X,Automatic,Petrol,2017,20148.0,,43.5,1.4,80.0,1,13900
Ford, Focus,Manual,Diesel,2017,14090.0,145.0,74.3,1.5,64.0,4,11370
Toyota, Yaris,Automatic,Hybrid,2016,30338.0,0.0,86.0,1.5,37.0,0,12191
BMW, M3,Semi-Auto,Petrol,2017,14894.0,300.0,,3.0,32.0,,38000
Toyota, Aygo,Manual,Petrol,2019,7052.0,150.0,57.7,1.0,48.0,1,9700
Mercedes, GLC Class,Semi-Auto,Petrol,2020,2729.0,145.0,34.0,2.0,92.0,4,34987
Toyota, Aygo,Automatic,Petrol,2018,19459.0,150.0,67.0,1.0,94.0,4,7785
VW, Tiguan,Semi-Auto,Diesel,2017,42755.0,,49.6,2.0,63.0,1,22750
Opel, Corsa,Manual,Petrol,2017,22524.0,30.0,55.4,1.4,44.0,2,7991
VW, Tiguan,Manual,Petrol,2017,25842.0,145.0,48.7,1.4,66.0,1,18950
BMW, 2 Series,Semi-Auto,Petrol,2017,14612.0,,38.2,3.0,65.0,2,20499
Mercedes, E Class,,Diesel,2019,13304.0,145.0,72.4,2.0,97.0,2,26499
Audi, A1,Manual,Petrol,2018,8413.0,,56.5,1.4,32.0,2,13995
BMW, 2 Serie,Semi-Auto,Diesel,2017,14500.0,20.0,68.9,2.0,57.0,3,14200
Mercedes, GLE Class,Semi-Auto,Diesel,2016,42913.0,,47.9,2.1,34.0,4,24998
Ford, Galaxy,Manual,Diesel,2018,55203.0,150.0,56.5,2.0,53.0,1,13985
BMW, 1 Series,Semi-Auto,Diesel,2017,17988.0,145.0,61.4,2.0,90.0,0,17950
Audi, A3,Manual,Diesel,2020,3000.0,145.0,56.5,2.0,65.0,0,20499
VW, Golf,Manual,Diesel,2018,34756.0,150.0,61.4,1.6,69.0,0,15189
Ford, Focus,Manual,Petrol,2017,30564.0,145.0,58.9,1.0,66.0,4,11795
Audi, Q3,,Petrol,2016,14997.0,125.0,50.4,1.4,60.0,2,16150
Opel, Astra,Manual,Petrol,2014,31083.0,125.0,51.4,1.4,51.0,4,6782
Opel, Zafira,Automatic,Diesel,2015,10234.0,200.0,46.3,2.0,62.0,2,10797
, Tiguan,Manual,Petrol,2019,15576.0,145.0,40.9,1.5,34.0,0,19798
Audi, A5,Semi-Auto,Diesel,2020,1000.0,145.0,50.4,2.0,79.0,0,30000
Ford, Kuga,Manual,Diesel,2019,7758.0,145.0,47.9,2.0,35.0,3,18399
Ford, Focus,Automatic,Petrol,2016,12416.0,125.0,51.4,1.0,95.0,4,10489
Ford, Focus,Manual,Petrol,2014,78767.0,150.0,47.9,1.6,99.0,3,5299
Audi, A4,Automatic,Diesel,,4983.0,145.0,48.7,2.0,39.0,3,27490
Opel, Astra,Manual,Petrol,2019,15408.0,150.0,46.3,1.4,67.0,2,13359
Audi, Q8,Automatic,Diesel,,6000.0,145.0,32.8,3.0,34.0,0,64990
BMW, 1 Series,Manual,Diesel,2016,46035.0,20.0,70.6,1.5,64.0,1,10899
Hyundai, I30,Manual,Petrol,2019,2813.0,145.0,45.6,1.0,57.0,2,13750
Ford, Focus,Automatic,Petrol,2019,10677.0,145.0,41.5,1.0,74.0,4,18295
Audi, A6,Semi-Auto,Diesel,2017,41672.0,20.0,64.2,2.0,78.0,1,17875
Toyota, Yaris,Automatic,,2018,10142.0,140.0,76.3,1.5,54.0,4,13900
Mercedes, A Class,Automatic,Diesel,2015,83000.0,20.0,67.3,2.1,89.0,,11490
VW, T-Roc,Semi-Auto,Petrol,2018,6532.0,145.0,41.5,2.0,58.0,1,23799
BMW, 1 Series,Semi-Auto,,2019,7500.0,145.0,34.5,2.0,,1,30123
Toyota, Auris,Automatic,Hybrid,2016,13821.0,0.0,78.5,1.8,33.0,2,14999
Opel, Meriva,Manual,Diesel,2011,50500.0,125.0,,1.2,73.0,3,3250
Ford, Fiesta,Manual,Petrol,2018,10970.0,145.0,58.9,1.0,86.0,1,10998
BMW, X1,Semi-Auto,Diesel,2019,9027.0,,50.4,2.0,54.0,0,26480
Ford, Fiesta,Semi-Auto,Petrol,2017,21899.0,0.0,57.7,1.0,38.0,3,9789
VW, Sharan,Semi-Auto,Diesel,2017,15352.0,150.0,54.3,2.0,84.0,1,19991
VW, Up,Automatic,Petrol,2013,56169.0,20.0,62.8,1.0,51.0,3,6600
Opel, Astra,Manual,Petrol,2018,167.0,145.0,52.3,1.4,72.0,4,12795
Hyundai, I10,Manual,Petrol,2013,,20.0,,1.2,85.0,3,3995
Skoda, Fabia,Manual,Petrol,2017,33988.0,145.0,58.9,1.2,35.0,3,10491
BMW, 3 Series,Automatic,Diesel,2018,10591.0,145.0,67.3,2.0,80.0,1,16200
Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017,22929.0,125.0,51.4,1.2,50.0,0,12860
Opel, Astra,Manual,Petrol,2016,26696.0,125.0,51.4,1.4,89.0,3,9298
BMW, 3 Series,Semi-Auto,Diesel,2019,4250.0,145.0,,2.0,55.0,4,29450
BMW, X1,Semi-Auto,Diesel,2014,68647.0,160.0,52.3,2.0,44.0,3,9998
Toyota, yaris,Manual,Petrol,2017,14361.0,145.0,58.9,1.5,91.0,4,10590
Opel, Mokka X,Manual,Petrol,2016,46340.0,150.0,47.1,1.4,96.0,0,8995
VW, Golf SV,Manual,Diesel,2019,,145.0,55.4,1.6,33.0,0,16750
Mercedes, GLC Class,Semi-Auto,Diesel,2019,5218.0,145.0,40.9,2.0,67.0,0,39790
VW, T-Roc,Manual,Petrol,,5.0,145.0,42.2,1.5,90.0,4,25480
Ford, Focus,Manual,,2017,22344.0,150.0,51.4,1.5,42.0,4,11650
Mercedes, A Class,Manual,Petrol,2017,18977.0,145.0,52.3,1.6,73.0,4,14089
Opel, Grandland X,Automatic,Diesel,2019,5489.0,145.0,53.3,1.5,70.0,2,20990
Ford,Fiesta,Manual,Petrol,2015,42627.0,20.0,62.8,1.0,80.0,3,7791
BMW, 3 Series,Semi-Auto,Diesel,2019,4025.0,150.0,,3.0,55.0,0,38980
Audi, A6,Manual,Diesel,2016,57572.0,30.0,61.4,2.0,56.0,0,13490
Ford, Focus,Manual,Petrol,2018,9795.0,145.0,58.9,1.0,32.0,3,14999
Opel, Mokka X,Manual,Petrol,2019,9495.0,145.0,39.2,1.4,37.0,0,14500
VW, Polo,Semi-Auto,Petrol,2019,3389.0,145.0,39.8,2.0,34.0,3,19999
BMW, X4,Automatic,Diesel,2015,51532.0,145.0,54.3,2.0,80.0,0,19500
Skoda, Octavia,Manual,Petrol,2018,17436.0,145.0,58.9,1.0,83.0,1,11485
Skoda, Yeti Outdoor,Manual,Diesel,2016,19212.0,30.0,62.8,2.0,58.0,0,11498
BMW,1 Series,Manual,Diesel,2016,71603.0,20.0,70.6,1.5,94.0,1,9990
Toyota, Yaris,Manual,Petrol,2015,29568.0,30.0,58.0,1.3,86.0,0,7695
Audi, Q5,Semi-Auto,Diesel,2016,42000.0,240.0,42.8,3.0,33.0,2,28795
Skoda, Yeti,Manual,Diesel,2017,36078.0,,62.8,2.0,30.0,0,10500
Hyundai, I10,Manual,Petrol,2015,44444.0,30.0,57.6,1.2,61.0,3,6500
Opel, Mokka X,Manual,Petrol,2018,4186.0,150.0,47.1,1.4,83.0,2,12915
BMW, 1 series,Manual,Petrol,2013,50000.0,145.0,49.6,1.6,,3,8000
Opel, Crossland X,Manual,Diesel,2018,30148.0,150.0,78.5,1.6,95.0,3,10400
, E Class,Semi-Auto,Diesel,2019,7630.0,145.0,48.7,3.0,88.0,0,35149
Ford, Grand Tourneo Connect,Automatic,Diesel,2016,29000.0,125.0,56.6,1.5,34.0,4,13000
Skoda, OCTAVIA,Manual,Petrol,2019,13500.0,150.0,55.4,1.5,79.0,3,14995
Toyota, Yaris,Semi-Auto,Petrol,2009,81300.0,30.0,55.4,1.3,30.0,2,3750
VW, Polo,Manual,Petrol,2015,19583.0,20.0,60.1,1.0,88.0,4,8432
Opel, Adam,Manual,Petrol,2019,6291.0,145.0,53.3,1.2,90.0,0,9490
Ford, Ka+,Manual,Petrol,2019,1196.0,145.0,43.5,1.2,66.0,3,9950
Mercedes, C Class,Automatic,Diesel,2016,,30.0,64.2,2.1,34.0,4,19400
BMW, 4 Series,Manual,Diesel,2015,33636.0,145.0,55.4,2.0,87.0,1,15780
BMW, 1 Series,Manual,Diesel,2017,30393.0,0.0,78.5,1.5,43.0,2,11000
Mercedes, E Class,Semi-Auto,Diesel,2017,24046.0,30.0,65.7,2.0,77.0,2,19490
Audi, A6,Automatic,Diesel,2019,9000.0,145.0,47.9,2.0,94.0,1,30500
VW, Golf,Semi-Auto,Petrol,2019,9430.0,145.0,37.7,2.0,34.0,0,29250
Skoda, Karoq,Manual,Petrol,2018,14667.0,145.0,53.3,1.0,87.0,,16490
Audi, Q5,Automatic,Diesel,2019,11254.0,145.0,38.2,2.0,71.0,0,33850
VW,,Semi-Auto,Petrol,2017,17500.0,150.0,55.4,1.4,99.0,0,13995
Opel, Corsa,Manual,Petrol,2013,47277.0,,51.4,1.2,65.0,3,4498
Mercedes, A Class,Manual,Diesel,2016,62528.0,30.0,64.2,2.1,35.0,1,10500
VW, Golf,Manual,Diesel,2018,34000.0,145.0,61.4,1.6,36.0,,15189
Audi, A3,Manual,Diesel,2020,100.0,,52.3,1.6,86.0,0,26500
VW, Polo,Manual,Petrol,2017,23252.0,20.0,60.1,1.0,99.0,3,8298
Skoda, Yeti Outdoor,Manual,Petrol,2016,42706.0,125.0,51.4,1.2,46.0,4,11725
Toyota, Yaris,Manual,Petrol,2018,18946.0,145.0,58.9,1.5,90.0,2,10721
BMW, 1 Series,Manual,Petrol,2015,27411.0,305.0,35.3,3.0,,1,16491
Skoda, Kamiq,Manual,Petrol,2019,1500.0,145.0,47.9,1.0,68.0,0,17495
VW, Golf,Automatic,Hybrid,2016,31513.0,,,1.4,95.0,4,17999
Opel, Astra,Manual,Petrol,2017,,145.0,51.4,1.4,42.0,2,9999
Ford, Fiesta,Manual,Petrol,2016,58740.0,0.0,65.7,1.0,92.0,4,6630
Audi, A3,Manual,Diesel,2019,9500.0,145.0,55.4,2.0,42.0,3,22400
Skoda,,Automatic,Petrol,2018,27835.0,145.0,54.3,1.0,36.0,1,15999
Audi, A5,Semi-Auto,Diesel,2017,27049.0,145.0,67.3,2.0,63.0,0,19498
BMW, 2 SERIES,Automatic,Diesel,2018,20915.0,,49.6,2.0,68.0,4,20000
Ford, Focus,Manual,Petrol,2018,14034.0,145.0,58.9,1.0,67.0,4,15295
Opel, Astra,Manual,Petrol,2018,24133.0,145.0,62.8,1.0,92.0,4,9610
Ford, Focus,Manual,Diesel,2017,31350.0,145.0,74.3,1.5,,4,10500
VW, Passat,Manual,Diesel,2019,16796.0,150.0,51.4,,34.0,0,17391
Toyota, RAV4,Manual,Diesel,2015,63000.0,165.0,49.6,2.2,93.0,3,10995
VW, Polo,Manual,Petrol,2020,10.0,145.0,52.3,1.0,77.0,0,17290
Toyota, Yaris,Manual,Petrol,2018,29479.0,145.0,56.5,,52.0,1,10485
Ford, Kuga,Automatic,Diesel,2014,49701.0,200.0,,2.0,76.0,4,10895
Ford, Focus,Manual,Diesel,2015,66486.0,20.0,67.3,2.0,31.0,2,10200
VW, Golf,Manual,Diesel,2020,2500.0,145.0,57.7,1.6,79.0,4,19990
VW, Polo,Semi-Auto,Petrol,2019,1941.0,145.0,45.6,1.0,75.0,1,15891
BMW, 1 Series,Semi-Auto,,2019,13171.0,150.0,67.3,2.0,44.0,3,19895
Ford, Focus,Manual,Petrol,2013,37002.0,20.0,58.9,1.0,41.0,4,6790
Ford, S-MAX,Automatic,Petrol,2016,,260.0,35.8,2.0,82.0,2,18395
Toyota, Yaris,Manual,Petrol,2015,43455.0,30.0,58.0,1.3,77.0,2,7750
Opel, Astra,Manual,,2018,15044.0,150.0,46.3,1.4,80.0,3,13000
VW, Polo,Manual,Petrol,2016,29653.0,20.0,60.1,1.2,77.0,2,9232
Mercedes, C Class,Automatic,Diesel,2019,10454.0,145.0,64.2,2.0,39.0,1,25890
VW, Sharan,Semi-Auto,Diesel,2016,20041.0,145.0,54.3,2.0,91.0,3,18400
BMW, 5 Series,Semi-Auto,Diesel,2019,4885.0,145.0,60.1,2.0,31.0,2,30450
Skoda, Kodiaq,Automatic,Petrol,2017,24000.0,145.0,38.2,2.0,86.0,2,23250
Ford, Fiesta,Manual,Petrol,2019,7269.0,145.0,60.1,1.0,68.0,4,14730
VW, Golf,Manual,Diesel,2019,8422.0,145.0,56.5,1.6,88.0,1,13855
Skoda, Octavia,Manual,Diesel,2018,18244.0,145.0,68.9,1.6,80.0,2,11798
Mercedes, GLA Class,Semi-Auto,Diesel,2018,12796.0,145.0,56.5,2.1,,0,23512
VW, Polo,Manual,Petrol,2018,10839.0,150.0,,1.0,31.0,2,11995
Opel,,Manual,Petrol,2014,36801.0,125.0,51.4,1.4,45.0,3,4998
VW, Golf,Manual,Petrol,2014,24554.0,205.0,39.8,2.0,44.0,2,17981
Ford, Focus,Manual,Diesel,2016,41394.0,0.0,74.3,1.5,68.0,4,10955
Ford, Fiesta,Manual,Petrol,2018,6397.0,145.0,56.5,1.0,63.0,3,12491
, Octavia,Semi-Auto,Petrol,2018,4582.0,145.0,54.3,1.5,82.0,0,17990
Skoda, Octavia,Manual,Diesel,2018,12694.0,,68.9,1.6,,1,13498
Hyundai, Tucson,Manual,Diesel,2018,21642.0,145.0,61.7,1.7,53.0,0,12698
Ford, Fiesta,Automatic,Petrol,2018,9514.0,145.0,54.3,1.0,54.0,2,11850
Ford, Focu,Manual,Petrol,2018,16473.0,145.0,,1.0,50.0,1,11999
Ford, Tourneo Custom,Manual,Diesel,2018,2500.0,145.0,32.5,2.0,88.0,0,19995
BMW, 8 Series,Semi-Auto,Petrol,2020,700.0,,,3.0,62.0,3,59995
Audi, Q3,Semi-Auto,Diesel,2017,15336.0,145.0,51.4,2.0,79.0,2,25082
Audi,A1,Manual,Petrol,2020,5000.0,145.0,47.9,1.0,99.0,4,21000
Audi, RS3,Automatic,Petrol,2018,17515.0,145.0,34.0,2.5,81.0,3,36490
Ford, Fiesta,Manual,Petrol,2017,2942.0,145.0,65.7,1.0,32.0,1,11199
Toyota, yaris,Manual,Petrol,2019,4416.0,145.0,47.9,1.5,89.0,3,11990
Skoda, Fabia,Manual,Petrol,2019,7770.0,145.0,60.1,1.0,99.0,2,12998
VW, Arteon,Semi-Auto,Diesel,2020,3000.0,145.0,44.1,2.0,53.0,0,31500
, Golf,Manual,Petrol,2019,50.0,145.0,47.1,1.5,65.0,0,20000
VW, Up,Manual,Petrol,2013,40211.0,20.0,62.8,1.0,89.0,3,4750
VW, Golf,Manual,Diesel,2019,13144.0,145.0,57.7,1.6,44.0,0,13995
VW, Passat,,Diesel,2016,50415.0,20.0,70.6,1.6,59.0,0,10499
Ford, Fiesta,Manual,Petrol,2015,8034.0,125.0,54.3,1.2,60.0,3,6995
Audi, Q3,Semi-Auto,Petrol,2016,22351.0,145.0,47.9,1.4,66.0,3,17032
, Mokka,Manual,Diesel,2016,55779.0,30.0,,1.6,57.0,2,7799
Audi, Q3,,Petrol,2020,3500.0,145.0,32.5,2.0,61.0,3,32799
Mercedes, E Class,Automatic,Diesel,2018,32250.0,145.0,72.4,2.0,37.0,3,19000
Audi, A4,Automatic,Petrol,2013,42011.0,145.0,,2.0,82.0,1,9498
, Tucson,Manual,Petrol,2019,4353.0,145.0,35.3,1.6,79.0,3,18000
BMW, 1 Series,Manual,Petrol,2019,5623.0,145.0,52.3,1.5,74.0,1,18999
Audi, Q2,Semi-Auto,Petrol,2020,5000.0,145.0,42.2,1.5,82.0,1,26950
VW,,Manual,Petrol,2019,3971.0,145.0,38.2,1.5,34.0,3,20890
VW, Scirocco,Manual,Petrol,2016,22000.0,,47.1,2.0,45.0,4,11750
Ford, Focus,Semi-Auto,Diesel,2017,14478.0,,74.3,1.5,59.0,2,12590
Opel, Corsa,Manual,Petrol,2006,61467.0,145.0,48.7,1.2,88.0,0,1495
Mercedes,GLA Class,Semi-Auto,Diesel,2019,1000.0,145.0,64.2,2.1,37.0,4,24999
Toyota, Auris,Automatic,Hybrid,2016,56680.0,0.0,70.6,1.8,69.0,4,12500
BMW, X3,Automatic,Diesel,2015,77120.0,,54.3,2.0,93.0,0,13985
Mercedes, A Class,Automatic,Diesel,2016,16479.0,20.0,,2.1,73.0,1,17624
Mercedes, GLA Class,Automatic,Diesel,2016,16429.0,125.0,56.5,2.1,44.0,4,20412
VW, Passat,Manual,Diesel,2018,18000.0,145.0,,2.0,44.0,4,18900
Audi, A4,Manual,Diesel,2013,129680.0,30.0,64.2,2.0,69.0,0,6000
Ford, Fiesta,Manual,Petrol,2018,18447.0,299.473503908807,65.7,1.0,56.0,3,11110
Ford, Fiesta,Manual,Petrol,2018,11667.0,145.0,64.2,1.1,77.0,2,9690
VW, Gol,Semi-Auto,Diesel,2019,15773.0,145.0,54.3,1.6,74.0,4,15995
Mercedes, E Class,Semi-Auto,Diesel,2018,6283.0,145.0,57.7,2.0,57.0,2,31480
BMW, 3 Series,Semi-Auto,Diesel,2019,11706.0,150.0,55.4,2.0,92.0,3,21450
Opel, Crossland X,Manual,Petrol,2020,628.0,145.0,47.1,1.2,31.0,1,17490
VW, Polo,Semi-Auto,Petrol,2019,2225.0,,46.3,1.0,49.0,3,19849
Toyota, Aygo,Manual,Petrol,2018,27111.0,145.0,68.9,1.0,31.0,3,7995
VW, Polo,Automatic,Petrol,2017,20597.0,145.0,60.1,1.2,74.0,2,11750
VW, Golf,Semi-Auto,Petrol,2019,4019.0,145.0,37.7,2.0,71.0,1,26202
BMW, 4 Series,Semi-Auto,Diesel,2019,7038.0,150.0,52.3,3.0,99.0,3,26592
Mercedes,,Semi-Auto,Petrol,2016,40000.0,205.0,43.5,2.0,90.0,0,20999
VW, Passat,Manual,Diesel,2016,28426.0,0.0,76.3,1.6,97.0,0,11399
BMW, 3 Series,Semi-Auto,Diesel,2019,2460.0,145.0,53.3,2.0,65.0,3,27995
Ford, Focus,Manual,Petrol,2018,8968.0,145.0,60.1,1.0,94.0,4,12799
, X,Semi-Auto,Diesel,2020,5000.0,150.0,31.4,3.0,47.0,4,78000
Mercedes, GLC Class,Semi-Auto,Diesel,2018,27297.0,145.0,56.5,2.1,50.0,4,25980
Ford, Mondeo,Manual,Diesel,2017,90190.0,0.0,74.3,1.5,3.2257436177114727,1,8295
Ford, Fiesta,Manual,Petrol,2019,4590.0,150.0,48.7,1.1,36.0,2,11798
Ford, Fiesta,Manual,Petrol,2015,25283.0,0.0,65.7,1.0,49.0,3,8040
Audi, A1,,Petrol,2016,32371.0,30.0,55.4,1.4,92.0,1,13990
Hyundai, Kona,Manual,Petrol,2019,10.0,145.0,44.1,1.0,91.0,1,19989
Audi, A4,Automatic,Diesel,2017,42156.0,145.0,64.2,3.0,,2,18470
Ford, Kuga,Automatic,Diesel,2018,33421.0,145.0,54.3,2.0,38.0,0,17800
BMW, 1 Series,Semi-Auto,Petrol,2019,4628.0,145.0,34.5,3.822757846971372,51.0,0,29995
VW, Up,Semi-Auto,Petrol,2019,4500.0,,52.3,1.0,88.0,2,12490
, Adam,Manual,Petrol,2017,,125.0,53.3,1.2,85.0,2,8430
Mercedes,A Class,Automatic,Diesel,2017,37014.0,150.0,74.3,1.5,61.0,0,13500
Ford, Fiesta,Manual,Petrol,2015,45837.0,125.0,54.3,1.2,77.0,4,7999
BMW, X2,Semi-Auto,Diesel,2019,6950.0,145.0,58.9,2.0,33.0,0,28150
Opel, Viva,Manual,Petrol,2016,18771.0,20.0,62.8,1.0,59.0,3,6230
Hyundai, I20,,Petrol,2019,14.0,145.0,46.3,1.2,84.0,4,12495
Audi, A3,Semi-Auto,Petrol,2019,3188.0,145.0,42.2,1.5,77.0,0,23237
Audi, A3,Semi-Auto,Petrol,2019,2480.0,145.0,34.9,2.0,82.0,3,32990
Ford, Fiesta,Manual,Petrol,2017,12280.0,150.0,54.3,1.2,99.0,0,8191
Toyota, Verso,Manual,Petrol,2016,9000.0,200.0,41.5,1.6,48.0,1,11495
Audi, Q7,Semi-Auto,Diesel,2017,28542.0,150.0,47.9,3.0,37.0,2,34995
VW, Polo,Semi-Auto,Petrol,2019,3329.0,145.0,39.8,2.0,85.0,0,19290
Opel, Astra,Manual,Diesel,2016,26737.0,20.0,72.4,1.6,81.0,3,9499
BMW,3 Series,Semi-Auto,Diesel,2016,,145.0,56.5,3.0,50.0,0,17640
Ford, Focus,Manual,Petrol,,12049.0,145.0,58.9,1.0,51.0,2,15890
Audi, A6,Automatic,Diesel,2016,71311.0,30.0,61.4,2.0,96.0,0,12000
Opel, Astra,Manual,Petrol,2016,22176.0,125.0,51.4,1.4,35.0,2,9991
Audi,A3,Semi-Auto,Petrol,2019,4000.0,145.0,44.1,,91.0,3,25499
Toyota, Aygo,Manual,Petrol,2017,17000.0,150.0,68.9,1.0,58.0,4,7120
Ford, Fiesta,Manual,Petrol,2016,50640.0,20.0,62.8,1.0,74.0,0,9995
BMW, 2 Series,Automatic,Petrol,2016,48841.0,,46.3,2.0,93.0,,12700
Hyundai, IX20,,Petrol,2015,27328.0,125.0,50.4,1.4,87.0,3,8032
Opel, Astra,Manual,Petrol,2020,20.0,145.0,54.3,1.2,60.0,4,15295
Ford, Fiesta,Manual,Petrol,2016,40789.0,20.0,62.8,1.0,67.0,1,9000
Hyundai,I10,Manual,Petrol,2018,29157.0,145.0,60.1,1.0,62.0,4,7180
Opel, Astra,Manual,Diesel,2015,103000.0,30.0,62.8,2.0,33.0,2,3950
Opel, Corsa,Manual,Petrol,2017,25646.0,,81.56893960820311,1.4,87.0,1,6999
Mercedes, C Class,Automatic,Petrol,2019,6655.0,145.0,44.1,2.0,77.0,1,27066
Ford, Fiesta,Manual,Petrol,2017,19043.0,0.0,65.7,1.0,60.0,2,8902
, Yaris,Manual,Petrol,2018,14841.0,,,1.5,64.0,4,10295
Toyota, Verso,Manual,Petrol,2016,28212.0,200.0,41.5,1.6,64.0,2,11690
Hyundai, Kona,Manual,Petrol,2019,3475.0,,44.1,1.0,74.0,1,14995
Mercedes, GLC Class,Semi-Auto,Petrol,2019,1000.0,145.0,,4.0,47.0,0,75729
Audi, A5,Automatic,Diesel,2019,95204.18167360188,145.0,46.3,2.0,49.0,3,25000
VW, Touran,Manual,Diesel,2013,44800.0,125.0,61.4,1.6,78.0,4,9990
Hyundai, Tucson,Manual,Diesel,2016,,30.0,61.7,1.7,54.0,,11990
Ford, C-MAX,Manual,Petrol,2015,34792.0,30.0,55.4,1.0,,0,8591
VW, Passat,Manual,Diesel,2016,42828.0,,,2.0,68.0,1,11150
VW, Polo,Manual,Petrol,2019,6401.0,150.0,49.6,1.0,87.0,3,15995
Ford, Focus,Manual,Petrol,2016,32316.0,20.0,60.1,1.0,,1,9910
Skoda, Fabia,Manual,Petrol,2019,2652.0,145.0,51.4,1.0,71.0,0,11495
Ford, Focus,Manual,Diesel,2019,3674.0,145.0,57.7,1.5,70.0,4,18400
Ford, Fiesta,Manual,Petrol,2017,18454.0,,,1.0,89.0,2,8495
Ford, Ka+,Manual,Petrol,2017,16910.0,145.0,57.7,1.2,,4,7850
BMW, 5 Series,Semi-Auto,Diesel,2019,101.0,145.0,60.1,2.0,54.0,2,30750
Skoda, Fabia,Manual,Petrol,2017,44770.0,20.0,60.1,1.2,85.0,4,7995
Skoda, Octavia,Semi-Auto,Diesel,2018,2760.0,145.0,61.4,2.0,87.0,0,20000
VW,,Automatic,Diesel,2016,45579.0,30.0,62.8,2.0,94.0,3,16995
Skoda, Fabia,Manual,Petrol,2015,51878.0,,58.8,1.0,84.0,3,6000
Hyundai, Tucson,Manual,Diesel,2017,15804.0,30.0,61.7,1.7,63.0,0,14798
BMW, 5 Series,Semi-Auto,Diesel,2015,64194.0,165.0,51.4,3.0,92.0,2,16000
Hyundai, I20,Manual,Petrol,2015,23656.0,30.0,55.4,1.2,44.0,3,7398
VW, Polo,Semi-Auto,Petrol,2019,3624.0,145.0,39.8,2.0,32.0,1,18991
BMW, 2 Series,Semi-Auto,Diesel,2019,1614.0,145.0,49.6,2.0,41.0,4,27990
Mercedes, C Class,Semi-Auto,Diesel,,41650.0,145.0,65.7,2.1,90.0,2,15999
VW, Gol,Manual,Diesel,2019,15222.0,145.0,57.7,1.6,86.0,0,14650
Audi, Q3,Manual,Petrol,2019,2288.0,145.0,40.9,1.5,88.0,3,26495
Ford, Kuga,Manual,Diesel,2017,47233.0,145.0,54.3,2.0,,0,14500
Audi, Q3,Manual,Diesel,2019,5000.0,145.0,42.8,2.0,70.0,2,26990
Hyundai, Ioniq,Automatic,Hybrid,2017,20513.0,135.0,78.5,1.6,77.0,3,16595
Ford, Ka+,Manual,Petrol,,7117.0,145.0,47.9,1.2,82.0,1,9291
Ford, Fiesta,Manual,Petrol,2012,65177.0,145.0,47.9,1.6,72.0,0,6995
Skoda, Octavia,Manual,Diesel,2018,7580.0,145.0,68.9,1.6,53.0,0,14495
Audi, TT,Automatic,Petrol,2019,,145.0,30.1,2.5,58.0,0,53990
Skoda, Octavia,Manual,Petrol,2016,,30.0,,1.4,59.0,3,9377
Opel, Astra,Automatic,Petrol,2014,36000.0,,39.8,1.6,66.0,0,6925
VW, Golf,Semi-Auto,Hybrid,2015,32025.0,0.0,188.3,1.4,62.0,2,15870
Audi, A4,Manual,,2006,80000.0,300.0,33.6,2.0,89.0,3,3888
Mercedes, X-CLASS,Automatic,Diesel,2018,21000.0,260.0,35.8,2.3,59.0,2,27995
VW, Scirocco,Manual,Diesel,2017,15063.0,145.0,55.4,2.0,74.0,4,15190
Toyota, C-HR,Manual,Petrol,2019,12887.0,145.0,41.5,1.2,31.0,2,16995
Ford, Grand Tourneo Connect,Manual,Diesel,2019,11.0,145.0,46.3,1.5,81.0,4,18490
Mercedes,,Semi-Auto,Diesel,2020,1250.0,145.0,,2.0,41.0,2,39995
Toyota, Prius,Automatic,Hybrid,2016,21184.0,0.0,94.1,1.8,66.0,0,19390
Opel, Corsa,Manual,Petrol,2019,5.0,145.0,43.5,1.4,79.0,2,12495
